x_km,shell_mode,scenario,scenario_label,band,frequency_mhz,band_role,ocean_depth_m,surface_height_m,surface_slope_deg,layer_count,layer_source_statuses,ocean_in_band_window,classification,ocean_snr_margin_db,false_snr_margin_db,false_minus_ocean_db,false_depth_m,surface_clutter_snr_margin_db,surface_clutter_apparent_depth_m,surface_roughness_index,attenuation_risk_0_100,false_layer_risk_0_100,surface_clutter_risk_0_100,material_ambiguity_risk_0_100,band_window_penalty_0_100,cross_band_support_0_100,ocean_confidence_score_0_100,confidence_band,v3_broad_outcome,v3_interpretation
-59.0,thin_3km_reason_mode,near_surface_brine,Near-surface brine,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2896.5245361013485,112.99219424849356,1.3570697895096584,0,none,True,clear ocean boundary,19.211117454203954,-999.0,-1018.211117454204,,-999.0,,0.0,0.0,0.0,0.0,45.0,0.0,85.0,99.45,high,ocean_candidate,high-confidence ocean candidate
-59.0,thin_3km_reason_mode,near_surface_brine,Near-surface brine,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2896.5245361013485,112.99219424849356,1.3570697895096584,0,none,True,clear ocean boundary,9.941082673445742,-999.0,-1008.9410826734456,,-999.0,,0.0,15.69,0.0,0.0,45.0,0.0,85.0,93.17,high,ocean_candidate,high-confidence ocean candidate
-59.0,thin_3km_reason_mode,near_surface_brine,Near-surface brine,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2896.5245361013485,112.99219424849356,1.3570697895096584,0,none,True,clear ocean boundary,28.09616577589707,-999.0,-1027.0961657758971,,-999.0,,0.0,0.0,0.0,0.0,45.0,25.0,85.0,88.2,high,ocean_candidate,high-confidence ocean candidate
-59.0,thin_3km_reason_mode,warm_impure_ice,Warm impure ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2896.5245361013485,112.99219424849356,1.3570697895096584,0,none,True,clear ocean boundary,17.1196239311359,-999.0,-1016.119623931136,,-999.0,,0.0,0.0,0.0,0.0,55.0,0.0,85.0,98.15,high,ocean_candidate,high-confidence ocean candidate
-59.0,thin_3km_reason_mode,warm_impure_ice,Warm impure ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2896.5245361013485,112.99219424849356,1.3570697895096584,0,none,True,clear ocean boundary,4.54086961775024,-999.0,-1003.5408696177502,,-999.0,,0.0,43.9,0.0,0.0,55.0,0.0,85.0,76.06,high,ocean_candidate,high-confidence ocean candidate
-59.0,thin_3km_reason_mode,warm_impure_ice,Warm impure ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2896.5245361013485,112.99219424849356,1.3570697895096584,0,none,True,clear ocean boundary,22.69595272020157,-999.0,-1021.6959527202016,,-999.0,,0.0,0.0,0.0,0.0,55.0,25.0,85.0,86.9,high,ocean_candidate,high-confidence ocean candidate
-59.0,thin_3km_reason_mode,stacked_dirty_layers,Stacked dirty layers,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2896.5245361013485,112.99219424849356,1.3570697895096584,6,Sensitivity bracket from paper-supported material families,True,false layer stronger,13.876360179189026,17.30948729387616,3.4331271146871334,2244.610538454157,-999.0,,0.0,1.66,91.2,0.0,92.0,0.0,30.0,24.59,low,likely_false_boundary,likely false/internal boundary
-59.0,thin_3km_reason_mode,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2896.5245361013485,112.99219424849356,1.3570697895096584,6,Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-3.833201381348709,-0.2459374280827252,3.587263953265984,2156.610538454157,-999.0,,0.0,90.21,0.0,0.0,92.0,0.0,30.0,0.0,not_interpretable,weak_no_deep_detection,too weak for deep-ocean call
-59.0,thin_3km_reason_mode,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2896.5245361013485,112.99219424849356,1.3570697895096584,6,Sensitivity bracket from paper-supported material families,True,false layer stronger,14.321881721102624,17.909145674368613,3.587263953265989,2156.610538454157,-999.0,,0.0,0.0,93.05,0.0,92.0,25.0,30.0,13.16,not_interpretable,likely_false_boundary,likely false/internal boundary
-59.0,thin_3km_reason_mode,briny_mushy_lens,Briny/mushy lens,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2896.5245361013485,112.99219424849356,1.3570697895096584,0,none,True,clear ocean boundary,17.1196239311359,-999.0,-1016.119623931136,,-999.0,,0.0,0.0,0.0,0.0,68.0,0.0,85.0,96.46,high,ocean_candidate,high-confidence ocean candidate
-59.0,thin_3km_reason_mode,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2896.5245361013485,112.99219424849356,1.3570697895096584,0,none,True,clear ocean boundary,4.54086961775024,-999.0,-1003.5408696177502,,-999.0,,0.0,45.46,0.0,0.0,68.0,0.0,85.0,74.3,moderate,ocean_candidate,moderate-confidence ocean candidate
-59.0,thin_3km_reason_mode,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2896.5245361013485,112.99219424849356,1.3570697895096584,0,none,True,clear ocean boundary,22.69595272020157,-999.0,-1021.6959527202016,,-999.0,,0.0,0.0,0.0,0.0,68.0,25.0,85.0,85.21,high,ocean_candidate,high-confidence ocean candidate
-59.0,thin_3km_reason_mode,complex_paper_calibrated,Complex dirty ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2896.5245361013485,112.99219424849356,1.3570697895096584,7,Directly paper anchored epsilon and layer thicknesses; Sensitivity bracket from paper-supported material families,True,false layer stronger,11.149245373337031,15.255194240388976,4.105948867051943,2244.610538454157,-999.0,,0.0,16.25,99.27,0.0,100.0,0.0,30.0,19.42,low,likely_false_boundary,likely false/internal boundary
-59.0,thin_3km_reason_mode,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2896.5245361013485,112.99219424849356,1.3570697895096584,7,Directly paper anchored epsilon and layer thicknesses; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-10.874581532189,-5.214005168317072,5.66057636387193,2156.610538454157,-999.0,,0.0,100.0,0.0,0.0,100.0,0.0,30.0,0.0,not_interpretable,weak_no_deep_detection,too weak for deep-ocean call
-59.0,thin_3km_reason_mode,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2896.5245361013485,112.99219424849356,1.3570697895096584,7,Directly paper anchored epsilon and layer thicknesses; Sensitivity bracket from paper-supported material families,True,false layer stronger,7.280501570262331,12.941077934134269,5.660576363871936,2156.610538454157,-999.0,,0.0,35.6,100.0,0.0,100.0,25.0,30.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-59.0,thin_3km_reason_mode,rough_surface_clutter,Rough surface clutter,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2896.5245361013485,112.99219424849356,1.3570697895096584,0,none,True,clear ocean boundary,19.211117454203954,-999.0,-1018.211117454204,,-999.0,,0.0,0.0,0.0,0.0,32.0,0.0,85.0,100.0,high,ocean_candidate,high-confidence ocean candidate
-59.0,thin_3km_reason_mode,rough_surface_clutter,Rough surface clutter,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2896.5245361013485,112.99219424849356,1.3570697895096584,0,none,True,clear ocean boundary,9.941082673445742,-999.0,-1008.9410826734456,,5.068374037105585,2261.476451152935,0.6853482375916771,14.13,0.0,70.0,32.0,0.0,85.0,87.94,high,ocean_candidate,high-confidence ocean candidate
-59.0,thin_3km_reason_mode,rough_surface_clutter,Rough surface clutter,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2896.5245361013485,112.99219424849356,1.3570697895096584,0,none,True,clear ocean boundary,28.09616577589707,-999.0,-1027.0961657758971,,0.0683740371055847,2261.476451152935,0.6853482375916771,0.0,0.0,35.48,32.0,25.0,85.0,86.34,high,ocean_candidate,high-confidence ocean candidate
-59.0,thin_3km_reason_mode,complex_with_clutter,Complex + clutter,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2896.5245361013485,112.99219424849356,1.3570697895096584,7,Directly paper anchored epsilon and layer thicknesses; Sensitivity bracket from paper-supported material families,True,false layer stronger,11.149245373337031,15.255194240388976,4.105948867051943,2244.610538454157,-999.0,,0.0,16.25,99.27,0.0,100.0,0.0,20.0,17.62,low,likely_false_boundary,likely false/internal boundary
-59.0,thin_3km_reason_mode,complex_with_clutter,Complex + clutter,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2896.5245361013485,112.99219424849356,1.3570697895096584,7,Directly paper anchored epsilon and layer thicknesses; Sensitivity bracket from paper-supported material families,True,surface clutter in shallow window,-10.874581532189,-5.214005168317072,5.66057636387193,2156.610538454157,7.021616514241865,2261.476451152935,0.6853482375916771,100.0,0.0,90.0,100.0,0.0,20.0,0.0,not_interpretable,surface_clutter,likely surface-clutter echo
-59.0,thin_3km_reason_mode,complex_with_clutter,Complex + clutter,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2896.5245361013485,112.99219424849356,1.3570697895096584,7,Directly paper anchored epsilon and layer thicknesses; Sensitivity bracket from paper-supported material families,True,false layer stronger,7.280501570262331,12.941077934134269,5.660576363871936,2156.610538454157,2.021616514241865,2261.476451152935,0.6853482375916771,35.6,100.0,49.15,100.0,25.0,20.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-58.5,thin_3km_reason_mode,clean_ice_control,Clean ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2897.632586457205,134.3858310571132,0.4054946452093148,0,none,True,clear ocean boundary,19.25815261180163,-999.0,-1018.2581526118016,,-999.0,,0.0,0.0,0.0,0.0,5.0,0.0,85.0,100.0,high,ocean_candidate,high-confidence ocean candidate
-58.5,thin_3km_reason_mode,clean_ice_control,Clean ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2897.632586457205,134.3858310571132,0.4054946452093148,0,none,True,clear ocean boundary,10.07289962547114,-999.0,-1009.0728996254712,,-999.0,,0.0,10.24,0.0,0.0,5.0,0.0,85.0,99.0,high,ocean_candidate,high-confidence ocean candidate
-58.5,thin_3km_reason_mode,clean_ice_control,Clean ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2897.632586457205,134.3858310571132,0.4054946452093148,0,none,True,clear ocean boundary,28.227982727922477,-999.0,-1027.2279827279224,,-999.0,,0.0,0.0,0.0,0.0,5.0,25.0,85.0,93.4,high,ocean_candidate,high-confidence ocean candidate
-58.5,thin_3km_reason_mode,salt_layers_reason,Salt layers,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2897.632586457205,134.3858310571132,0.4054946452093148,1,Directly paper anchored epsilon and layer thicknesses,True,clear ocean boundary,19.25715261180163,3.1469478557673534,-16.110204756034275,1448.8162932286027,-999.0,,0.0,0.0,0.0,0.0,27.0,0.0,85.0,100.0,high,ocean_candidate,high-confidence ocean candidate
-58.5,thin_3km_reason_mode,salt_layers_reason,Salt layers,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2897.632586457205,134.3858310571132,0.4054946452093148,1,Directly paper anchored epsilon and layer thicknesses,True,clear ocean boundary,10.07031763657367,-6.729195837758371,-16.79951347433204,1448.8162932286027,-999.0,,0.0,12.89,0.0,0.0,27.0,0.0,85.0,96.0,high,ocean_candidate,high-confidence ocean candidate
-58.5,thin_3km_reason_mode,salt_layers_reason,Salt layers,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2897.632586457205,134.3858310571132,0.4054946452093148,1,Directly paper anchored epsilon and layer thicknesses,True,clear ocean boundary,28.225400739025005,11.425887264692964,-16.79951347433204,1448.8162932286027,-999.0,,0.0,0.0,0.0,0.0,27.0,25.0,85.0,90.54,high,ocean_candidate,high-confidence ocean candidate
-58.5,thin_3km_reason_mode,near_surface_brine,Near-surface brine,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2897.632586457205,134.3858310571132,0.4054946452093148,1,Directly paper anchored epsilon; high-loss bracket modeled,True,clear ocean boundary,19.250964563989964,7.754243822481712,-11.496720741508252,81.46121984004665,-999.0,,0.0,0.0,0.0,0.0,48.0,0.0,85.0,99.06,high,ocean_candidate,high-confidence ocean candidate
-58.5,thin_3km_reason_mode,near_surface_brine,Near-surface brine,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2897.632586457205,134.3858310571132,0.4054946452093148,1,Directly paper anchored epsilon; high-loss bracket modeled,True,clear ocean boundary,10.054340165826924,10.462688373672618,0.4083482078456946,81.46121984004665,-999.0,,0.0,15.49,54.9,0.0,48.0,0.0,85.0,85.41,high,ambiguous,ambiguous ocean vs internal layer
-58.5,thin_3km_reason_mode,near_surface_brine,Near-surface brine,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2897.632586457205,134.3858310571132,0.4054946452093148,1,Directly paper anchored epsilon; high-loss bracket modeled,True,clear ocean boundary,28.209423268278258,28.617771476123963,0.4083482078457052,81.46121984004665,-999.0,,0.0,0.0,54.9,0.0,48.0,25.0,85.0,80.12,high,ambiguous,ambiguous ocean vs internal layer
-58.5,thin_3km_reason_mode,warm_impure_ice,Warm impure ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2897.632586457205,134.3858310571132,0.4054946452093148,0,none,True,clear ocean boundary,17.165858998793503,-999.0,-1016.1658589987936,,-999.0,,0.0,0.0,0.0,0.0,55.0,0.0,85.0,98.15,high,ocean_candidate,high-confidence ocean candidate
-58.5,thin_3km_reason_mode,warm_impure_ice,Warm impure ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2897.632586457205,134.3858310571132,0.4054946452093148,0,none,True,clear ocean boundary,4.670620746433397,-999.0,-1003.6706207464334,,-999.0,,0.0,43.25,0.0,0.0,55.0,0.0,85.0,76.44,high,ocean_candidate,high-confidence ocean candidate
-58.5,thin_3km_reason_mode,warm_impure_ice,Warm impure ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2897.632586457205,134.3858310571132,0.4054946452093148,0,none,True,clear ocean boundary,22.82570384888473,-999.0,-1021.8257038488848,,-999.0,,0.0,0.0,0.0,0.0,55.0,25.0,85.0,86.9,high,ocean_candidate,high-confidence ocean candidate
-58.5,thin_3km_reason_mode,stacked_dirty_layers,Stacked dirty layers,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2897.632586457205,134.3858310571132,0.4054946452093148,6,Sensitivity bracket from paper-supported material families,True,false layer stronger,13.884524780769665,17.3581571924735,3.473632411703834,2241.7722359914533,-999.0,,0.0,1.62,91.68,0.0,92.0,0.0,30.0,24.52,low,likely_false_boundary,likely false/internal boundary
-58.5,thin_3km_reason_mode,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2897.632586457205,134.3858310571132,0.4054946452093148,6,Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-3.801747773397847,-0.1028650628751198,3.698882710522727,2153.7722359914533,-999.0,,0.0,90.05,0.0,0.0,92.0,0.0,30.0,0.0,not_interpretable,weak_no_deep_detection,too weak for deep-ocean call
-58.5,thin_3km_reason_mode,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2897.632586457205,134.3858310571132,0.4054946452093148,6,Sensitivity bracket from paper-supported material families,True,false layer stronger,14.353335329053486,18.052218039576218,3.698882710522732,2153.7722359914533,-999.0,,0.0,0.0,94.39,0.0,92.0,25.0,30.0,12.98,not_interpretable,likely_false_boundary,likely false/internal boundary
-58.5,thin_3km_reason_mode,briny_mushy_lens,Briny/mushy lens,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2897.632586457205,134.3858310571132,0.4054946452093148,0,none,True,clear ocean boundary,17.165858998793503,-999.0,-1016.1658589987936,,-999.0,,0.0,0.0,0.0,0.0,68.0,0.0,85.0,96.46,high,ocean_candidate,high-confidence ocean candidate
-58.5,thin_3km_reason_mode,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2897.632586457205,134.3858310571132,0.4054946452093148,0,none,True,clear ocean boundary,4.670620746433397,-999.0,-1003.6706207464334,,-999.0,,0.0,44.81,0.0,0.0,68.0,0.0,85.0,74.67,moderate,ocean_candidate,moderate-confidence ocean candidate
-58.5,thin_3km_reason_mode,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2897.632586457205,134.3858310571132,0.4054946452093148,0,none,True,clear ocean boundary,22.82570384888473,-999.0,-1021.8257038488848,,-999.0,,0.0,0.0,0.0,0.0,68.0,25.0,85.0,85.21,high,ocean_candidate,high-confidence ocean candidate
